0.0 6.15493e-11 3.17244e-20 3.1268e-09 -3.65536
10.0007 7.82243e-07 4.45871e-07 3.65288 -3.60186
20.0056 1.444e-06 2.09818e-07 3.65158 -3.6709
30.0089 1.72414e-06 4.45056e-07 3.63936 -3.64247
40.003 1.38057e-06 1.63201e-06 3.63705 -3.65353
50.0118 4.8059e-07 3.64033e-06 3.642 -3.65766
60.0007 2.45099e-07 4.46357e-06 3.6332 -3.66365
70.0112 3.9722e-07 3.63353e-06 3.63004 -3.67386
80.001 8.40487e-07 4.59125e-06 3.63893 -3.65238
90.0142 8.25104e-07 6.28161e-06 3.6423 -3.65798
100.016 2.44535e-07 7.17687e-06 3.64139 -3.65649
110.026 6.47789e-08 6.53301e-06 3.59156 -3.65089
120.004 3.38924e-07 3.69984e-06 3.64582 -3.63354
130.003 4.86874e-07 4.85643e-06 3.66041 -3.63963
140.01 1.05015e-07 7.60266e-06 3.65005 -3.65062
150.015 2.30955e-07 5.39256e-06 3.64578 -3.65509
160.009 1.69282e-07 3.94189e-06 3.66737 -3.62753
170.004 8.85257e-07 4.30564e-06 3.66849 -3.61631
180.007 1.73388e-06 3.79334e-06 3.66552 -3.59832
190.01 1.11443e-06 5.80794e-06 3.65378 -3.60649
200.007 9.05068e-10 7.52984e-06 3.38517 -3.63864
210.011 1.7641e-06 5.62765e-06 3.62858 -3.64803
220.005 3.28404e-06 1.82642e-06 3.64562 -3.61477
230.014 3.62408e-06 2.50503e-06 3.65504 -3.61216
240.02 2.28451e-06 6.59242e-06 3.65943 -3.64473
250.015 7.10365e-09 8.93948e-06 3.62197 -3.65055
260.01 1.82378e-06 6.8993e-06 3.63292 -3.64863
270.003 2.02652e-06 2.96459e-06 3.62366 -3.64169
280.02 2.33016e-06 3.137e-06 3.6475 -3.63967
290.005 9.84229e-07 4.38273e-06 3.64724 -3.64766
300.006 5.83201e-07 6.61503e-06 3.60695 -3.64526
310.01 1.46343e-06 5.75144e-06 3.64353 -3.63991
320.007 2.00759e-06 1.63675e-06 3.6524 -3.62272
330.001 2.6266e-06 2.92563e-06 3.65258 -3.66973
340.001 9.53436e-07 8.10523e-06 3.62995 -3.67025
350.013 1.94755e-07 1.26844e-05 3.63585 -3.65547
360.013 5.8577e-07 8.55053e-06 3.66064 -3.64777
370.0 2.17874e-06 3.44893e-06 3.65563 -3.62935
380.003 4.85993e-06 3.4508e-06 3.65562 -3.6504
390.018 3.41883e-06 4.43886e-06 3.64379 -3.65463
400.016 1.00671e-06 6.79572e-06 3.5949 -3.64956
410.008 1.11028e-06 6.06895e-06 3.60972 -3.68904
420.003 2.91424e-06 5.21811e-06 3.63218 -3.67684
430.009 2.52943e-06 9.47566e-06 3.61728 -3.67095
440.004 1.27078e-06 9.5379e-06 3.60019 -3.64906
450.004 1.29643e-06 6.21132e-06 3.62517 -3.63958
460.001 3.57102e-06 3.81602e-06 3.65285 -3.62533
470.007 4.76084e-06 4.3638e-06 3.65987 -3.63846
480.015 2.38651e-06 4.95288e-06 3.66053 -3.65988
490.002 3.02557e-07 5.22596e-06 3.66912 -3.69993
500.013 1.99283e-06 6.35652e-06 3.65228 -3.66922
510.016 2.85044e-06 6.98182e-06 3.6381 -3.64368
520.01 2.8649e-06 6.6014e-06 3.6433 -3.65312
530.001 9.23572e-07 6.54146e-06 3.62477 -3.65721
540.002 7.78206e-07 8.60837e-06 3.6087 -3.68778
550.01 4.22162e-08 9.7627e-06 3.62017 -3.66099
560.006 1.46995e-06 6.63372e-06 3.6044 -3.66259
570.0 5.20253e-06 5.12381e-06 3.63149 -3.63162
580.007 5.06509e-06 3.80078e-06 3.64202 -3.64839
590.002 1.7637e-06 4.68145e-06 3.66032 -3.66376
600.006 3.14588e-06 6.68413e-06 3.64882 -3.66241
610.001 2.7017e-06 3.09823e-06 3.63369 -3.67835
620.005 3.21218e-06 3.23175e-06 3.64618 -3.66838
630.003 1.50876e-06 3.91197e-06 3.64738 -3.65083
640.012 2.39855e-06 6.86249e-06 3.65435 -3.66856
650.012 2.30546e-06 4.48939e-06 3.64612 -3.68511
660.018 3.04789e-06 6.31191e-06 3.64874 -3.6821
670.015 2.09933e-06 1.08806e-05 3.63123 -3.69283
680.004 2.66502e-06 1.08589e-05 3.62564 -3.69984
690.006 1.13091e-06 8.97891e-06 3.61529 -3.68174
700.011 8.05018e-07 9.21982e-06 3.60212 -3.6512
710.002 2.29258e-06 8.36019e-06 3.63143 -3.63094
720.007 4.64771e-06 6.27334e-06 3.65275 -3.60954
730.005 3.96374e-06 2.87673e-06 3.64879 -3.57231
740.025 4.10688e-06 5.02903e-06 3.64297 -3.62199
750.014 1.86124e-06 6.99096e-06 3.6415 -3.62957
760.007 1.24251e-06 8.51874e-06 3.6623 -3.63194
770.013 3.2326e-06 7.81137e-06 3.66157 -3.6259
780.018 3.38798e-06 5.50163e-06 3.66065 -3.61279
790.009 2.49883e-06 3.46691e-06 3.65894 -3.59535
800.012 2.36805e-06 3.42592e-06 3.65912 -3.62023
810.004 1.208e-06 5.81411e-06 3.64935 -3.64109
820.013 8.03341e-07 7.5876e-06 3.6314 -3.65227
830.009 7.04706e-07 7.2028e-06 3.63853 -3.654
840.01 2.86534e-07 9.66719e-06 3.63681 -3.66853
850.004 2.282e-07 1.122e-05 3.60064 -3.65714
860.016 4.92219e-07 7.29662e-06 3.61046 -3.65652
870.007 1.79467e-06 3.84991e-06 3.6453 -3.66783
880.0 9.37496e-07 4.60854e-06 3.63016 -3.65746
890.006 1.06788e-06 7.29069e-06 3.60057 -3.66216
900.014 2.28762e-06 4.45933e-06 3.62534 -3.66449
910.022 2.97141e-06 3.89809e-06 3.63937 -3.66915
920.011 2.65046e-06 4.8217e-06 3.64465 -3.66763
930.009 3.81598e-06 4.8232e-06 3.65297 -3.67802
940.01 5.4954e-06 3.65234e-06 3.65804 -3.66538
950.001 5.83275e-06 3.56759e-06 3.65828 -3.68445
960.009 4.11085e-06 3.96901e-06 3.64014 -3.68056
970.004 4.17541e-06 6.86786e-06 3.63489 -3.66219
980.004 3.12593e-06 6.0046e-06 3.63772 -3.6582
990.004 2.60408e-06 6.14012e-06 3.64671 -3.66568
1000.01 8.38308e-07 8.01406e-06 3.60859 -3.6655
1010.01 5.3441e-07 1.07318e-05 3.58309 -3.6652
1020.0 8.39882e-07 1.02905e-05 3.6009 -3.67728
1030.01 1.19274e-06 8.17254e-06 3.61874 -3.67625
1040.01 2.29738e-06 4.21528e-06 3.63325 -3.71583
1050.02 3.72472e-06 4.61261e-06 3.64008 -3.73239
1060.0 2.69105e-06 9.29853e-06 3.63354 -3.69389
1070.0 2.52912e-06 9.61814e-06 3.64938 -3.67187
1080.01 3.71898e-06 4.82099e-06 3.64653 -3.69127
1090.01 5.51109e-06 4.45256e-06 3.64785 -3.66837
1100.0 4.475e-06 7.2921e-06 3.64309 -3.67112
1110.0 3.24499e-06 6.8662e-06 3.64575 -3.71704
1120.0 3.82997e-06 4.63117e-06 3.66367 -3.70383
1130.01 5.20379e-06 4.2013e-06 3.66275 -3.68232
1140.0 3.09348e-06 5.9954e-06 3.65031 -3.66578
1150.0 3.02107e-06 7.49208e-06 3.65664 -3.67552
1160.01 4.0212e-06 5.42383e-06 3.66257 -3.66337
1170.0 5.28743e-06 5.46469e-06 3.66238 -3.68491
1180.0 3.06481e-06 6.77004e-06 3.66194 -3.69535
1190.0 1.34847e-06 1.01508e-05 3.66076 -3.72126
1200.02 2.83725e-06 1.26152e-05 3.66037 -3.67688
1210.01 3.09451e-06 1.2462e-05 3.6626 -3.66486
1220.01 4.27356e-06 7.11843e-06 3.65446 -3.67039
1230.01 3.74605e-06 1.11566e-05 3.64445 -3.67075
1240.01 1.24568e-06 1.78718e-05 3.63632 -3.67086
1250.01 2.51744e-06 1.52997e-05 3.66504 -3.68106
1260.02 6.99503e-06 9.66128e-06 3.6673 -3.69935
1270.0 1.11039e-05 7.56238e-06 3.66139 -3.73171
1280.0 9.54056e-06 5.54036e-06 3.65817 -3.68132
1290.01 8.32954e-06 4.43354e-06 3.65074 -3.68873
1300.01 4.14828e-06 9.63838e-06 3.64305 -3.68354
1310.02 9.89853e-07 1.31306e-05 3.64326 -3.68659
1320.01 4.06888e-06 1.32455e-05 3.65318 -3.67705
1330.01 9.72881e-06 1.38414e-05 3.66139 -3.6864
1340.01 1.2237e-05 1.19485e-05 3.66187 -3.72712
1350.0 3.71411e-06 9.11404e-06 3.65508 -3.70293
1360.0 1.06565e-06 1.5672e-05 3.66905 -3.70817
1370.01 2.66328e-06 1.02568e-05 3.66132 -3.73276
1380.01 1.2241e-05 7.26504e-06 3.66395 -3.70958
1390.0 1.08548e-05 3.47847e-06 3.67261 -3.70219
1400.01 1.68234e-06 7.76686e-06 3.66496 -3.68154
1410.0 2.40807e-08 2.70299e-05 3.66164 -3.67179
1420.0 1.31561e-06 2.93967e-05 3.65097 -3.73412
1430.0 8.71444e-06 1.55467e-05 3.66179 -3.73539
1440.01 1.69071e-05 9.30776e-06 3.66905 -3.73845
1450.01 1.89818e-05 4.56055e-06 3.66895 -3.76912
1460.0 1.10402e-05 3.92193e-06 3.65295 -3.71995
1470.01 4.59092e-06 2.93956e-05 3.64984 -3.67056
1480.0 4.66736e-06 2.73189e-05 3.6462 -3.67437
1490.01 9.33355e-06 1.13089e-05 3.65947 -3.67813
1500.01 1.58951e-05 8.11575e-06 3.66932 -3.70528
1510.01 1.29483e-05 5.6226e-06 3.67073 -3.71219
1520.0 6.8649e-06 5.15232e-06 3.66958 -3.70033
1530.01 5.28896e-06 5.83165e-06 3.66246 -3.67598
1540.02 4.69934e-06 8.78954e-06 3.65871 -3.69952
1550.01 5.11478e-06 1.52013e-05 3.65392 -3.6893
1560.0 5.12469e-06 1.43961e-05 3.65156 -3.67726
1570.01 5.18634e-06 9.10054e-06 3.65643 -3.72348
1580.01 4.5792e-06 9.30939e-06 3.6556 -3.83336
1590.01 1.68856e-06 2.55212e-05 3.63352 -3.65307
1600.0 3.57974e-06 1.79047e-05 3.62862 -3.6892
1610.01 8.0257e-06 1.28343e-05 3.64595 -3.72381
1620.0 7.80512e-06 1.43212e-05 3.65151 -3.7524
1630.01 1.08856e-05 1.02847e-05 3.65606 -3.76297
1640.01 1.59727e-05 7.83148e-06 3.66214 -3.78234
1650.01 1.69357e-05 6.97297e-06 3.66672 -3.76155
1660.01 1.20073e-05 8.61657e-06 3.66865 -3.72674
1670.01 7.16697e-06 1.18439e-05 3.6666 -3.70901
1680.0 5.78081e-06 1.7365e-05 3.66566 -3.69952
1690.01 5.052e-06 2.2086e-05 3.66242 -3.69482
1700.01 5.70236e-06 1.94052e-05 3.68423 -3.69913
1710.01 9.75964e-06 1.28945e-05 3.6692 -3.74134
1720.0 1.38125e-05 9.97514e-06 3.67025 -3.75524
1730.0 1.11577e-05 7.3512e-06 3.67106 -3.76858
1740.01 5.71498e-06 1.69098e-05 3.67147 -3.71472
1750.01 6.73365e-06 2.04624e-05 3.67337 -3.72377
1760.01 4.97424e-06 1.01843e-05 3.67155 -3.79946
1770.02 9.29088e-06 1.02869e-05 3.67199 -3.73692
1780.0 8.56298e-06 8.84674e-06 3.6729 -3.703
1790.01 1.02586e-05 0.000611475 3.6786 -3.09148
1800.0 2.16627e-05 1.53679e-05 3.64769 -3.84802
1810.0 4.29487e-05 1.88778e-05 3.65303 -3.74967
1820.01 4.68844e-05 2.05123e-05 3.60711 -3.73131
1830.01 5.00332e-05 2.19745e-05 3.59543 -3.71644
1840.01 4.52414e-05 1.34208e-05 3.62798 -3.78558
1850.01 3.69447e-05 2.39139e-05 3.6144 -3.75194
